"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Mercedes-Benz GLA (H247) 250 e","","1,3","1,6","38,0","37,0"
"Mercedes-Benz GLA (H247) 35 4MATIC","","8,7","9,1","198,0","208,0"
"Mercedes-Benz GLA (H247) 45 S 4MATIC+","","9,5","9,9","215,0","225,0"
"Mercedes-Benz GLB (X247) 180","","6,9","7,7","157,0","176,0"
"Mercedes-Benz GLB (X247) 200","","6,9","7,7","157,0","176,0"
"Mercedes-Benz GLB (X247) 200 d","","5,5","6,1","144,0","159,0"
"Mercedes-Benz GLB (X247) 200 d 4MATIC","","5,7","6,3","149,0","166,0"
"Mercedes-Benz GLB (X247) 220 d 4MATIC","","5,7","6,4","151,0","168,0"
"Mercedes-Benz GLB (X247) 250 4MATIC","","7,9","8,8","178,0","200,0"
"Mercedes-Benz GLB (X247) 35 4MATIC","","8,9","9,4","202,0","213,0"
"Mercedes-Benz GLC Coupé (C253) 200 4MATIC","","8,0","9,6","182,0","217,0"
"Mercedes-Benz GLC Coupé (C253) 200 d 4MATIC","","5,9","7,3","154,0","191,0"
"Mercedes-Benz GLC Coupé (C253) 220 d 4MATIC","","5,9","7,3","154,0","191,0"
"Mercedes-Benz GLC Coupé (C253) 300 4MATIC","","8,0","9,6","182,0","217,0"
"Mercedes-Benz GLC Coupé (C253) 300 d 4MATIC","","6,4","7,1","168,0","187,0"
"Mercedes-Benz GLC Coupé (C253) 300 de 4MATIC","","1,7","2,1","45,0","56,0"
"Mercedes-Benz GLC Coupé (C253) 300 e 4MATIC","","2,0","2,7","45,0","62,0"
"Mercedes-Benz GLC Coupé (C253) 43 4MATIC","","10,6","11,2","241,0","254,0"
"Mercedes-Benz GLC Coupé (C253) 63 4MATIC+","","12,5","13,0","284,0","295,0"
"Mercedes-Benz GLC Coupé (C253) 63 S 4MATIC+","","12,8","13,0","289,0","295,0"
"Mercedes-Benz GLC SUV (X253) 200 4MATIC","","8,0","9,6","183,0","217,0"
"Mercedes-Benz GLC SUV (X253) 200 d 4MATIC","","5,9","7,3","156,0","191,0"
"Mercedes-Benz GLC SUV (X253) 220 d 4MATIC","","5,9","7,3","156,0","191,0"
"Mercedes-Benz GLC SUV (X253) 300 4MATIC","","8,1","9,6","183,0","217,0"
"Mercedes-Benz GLC SUV (X253) 300 d 4MATIC","","6,4","7,2","169,0","189,0"
