"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SEAT Tarraco 1.5 EcoTSI 110kW (150CV) St&Sp DSG XCELLENCE GO","","7,0","8,1","171,0","184,0"
"SEAT Tarraco 1.5 EcoTSI 110kW (150CV) St&Sp STYLE","","6,6","7,7","152,0","174,0"
"SEAT Tarraco 1.5 EcoTSI 110kW (150CV) St&Sp STYLE GO","","6,6","7,7","152,0","174,0"
"SEAT Tarraco 1.5 EcoTSI 110kW (150CV) St&Sp XCELLENCE","","6,6","7,7","163,0","174,0"
"SEAT Tarraco 1.5 EcoTSI 110kW (150CV) St&Sp XCELLENCE GO","","6,6","7,7","163,0","174,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp DSG STYLE PLUS s48","","7,1","8,0","160,0","181,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp DSG STYLE s48","","7,1","8,0","160,0","181,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp DSG XCELLENCE s48","","7,1","8,0","160,0","181,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp STYLE","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp STYLE PLUS","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp STYLE PLUS s48","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp STYLE s48","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp XCELLENCE","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp XCELLENCE PLUS","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp XCELLENCE PLUS s48","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 EcoTSI 150CV St&Sp XCELLENCE s48","","7,0","7,8","159,0","176,0"
"SEAT Tarraco 1.5 TSI 110KW S/S STYLE MY19","","7,3","8,0","147,0","164,0"
"SEAT Tarraco 1.5 TSI 110KW S/S STYLE PLUS MY19","","7,3","8,0","147,0","164,0"
"SEAT Tarraco 1.5 TSI 110KW S/S XCELLENCE MY19","","7,3","8,0","147,0","164,0"
"SEAT Tarraco 1.5 TSI 110KW S/S XCELLENCE PLUS MY19","","7,3","8,0","147,0","164,0"
"SEAT Tarraco 2.0 EcoTSI 140KW (190CV) St&Sp DSG 4Drive FR","","7,8","8,7","181,0","198,0"
"SEAT Tarraco 2.0 EcoTSI 140KW (190CV) St&Sp DSG 4Drive FR GO","","7,8","8,7","181,0","198,0"
"SEAT Tarraco 2.0 EcoTSI 140KW (190CV) St&Sp DSG 4Drive XCELLENCE","","7,8","8,7","187,0","198,0"
"SEAT Tarraco 2.0 EcoTSI 140KW (190CV) St&Sp DSG 4Drive XCELLENCE GO","","7,8","8,7","187,0","198,0"
"SEAT Tarraco 2.0 EcoTSI 180kW (245 CV) St&Sp DSG 4Drive FR","","8,4","9,2","193,0","208,0"
"SEAT Tarraco 2.0 EcoTSI 180kW (245 CV) St&Sp DSG 4Drive FR GO","","8,4","9,2","193,0","208,0"
"SEAT Tarraco 2.0 EcoTSI 190 CV St&Sp DSG 4Drive XCELLENCE","","8,7","9,5","196,0","214,0"
"SEAT Tarraco 2.0 EcoTSI 190 CV St&Sp DSG 4Drive XCELLENCE PLUS","","8,7","9,5","196,0","214,0"
"SEAT Tarraco 2.0 EcoTSI 190 CV St&Sp DSG 4Drive XCELLENCE PLUS s48","","8,5","9,5","192,0","214,0"
"SEAT Tarraco 2.0 EcoTSI 190 CV St&Sp DSG 4Drive XCELLENCE s48","","8,5","9,5","192,0","214,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG FR","","5,4","6,0","144,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG FR GO","","5,4","6,0","144,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG STYLE","","5,4","6,0","142,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG STYLE GO","","5,4","6,0","142,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG XCELLENCE","","5,4","6,0","148,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp DSG XCELLENCE GO","","5,4","6,0","149,0","157,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp STYLE","","5,3","6,0","141,0","156,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp STYLE GO","","5,3","6,0","141,0","156,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp XCELLENCE","","5,3","6,0","147,0","156,0"
"SEAT Tarraco 2.0 TDI 110kW (150CV) St&Sp XCELLENCE GO","","5,3","6,0","147,0","156,0"
"SEAT Tarraco 2.0 TDI 110KW S/S STYLE DCT 4WD MY19","","6,8","7,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S STYLE MY19","","5,7","6,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S STYLE PLUS DCT 4WD MY19","","6,8","7,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S STYLE PLUS MY19","","5,7","6,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S XCELLENCE DCT 4WD MY19","","6,8","7,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S XCELLENCE MY19","","5,7","6,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S XCELLENCE PLUS DCT 4WD MY19","","6,8","7,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 110KW S/S XCELLENCE PLUS MY19","","5,7","6,4","138,0","161,0"
"SEAT Tarraco 2.0 TDI 140KW S/S XCELLENCE DCT 4WD MY19","","7,0","7,6","138,0","161,0"
"SEAT Tarraco 2.0 TDI 140KW S/S XCELLENCE PLUS DCT 4WD MY19","","7,0","7,6","138,0","161,0"
"SEAT Tarraco 2.0 TDI 147kW (200CV) St&Sp DSG 4Drive FR","","6,2","7,0","170,0","183,0"
"SEAT Tarraco 2.0 TDI 147kW (200CV) St&Sp DSG 4Drive FR GO","","6,2","7,0","170,0","183,0"
"SEAT Tarraco 2.0 TDI 147kW (200CV) St&Sp DSG 4Drive XCELLENCE","","6,2","7,0","175,0","183,0"
"SEAT Tarraco 2.0 TDI 147kW (200CV) St&Sp DSG 4Drive XCELLENCE GO","","6,2","7,0","176,0","183,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive STYLE","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive STYLE PLUS","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive STYLE PLUS s48","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive STYLE s48","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive XCELLENCE","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive XCELLENCE PLUS","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive XCELLENCE PLUS s48","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive XCELLENCE s48","","6,8","7,4","178,0","194,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG FR","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG FR GO","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG STYLE","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG STYLE GO","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG XCELLENCE","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG XCELLENCE GO","","5,4","6,0","123,0","125,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE PLUS","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE PLUS s48","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE s48","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE PLUS","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE PLUS s48","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE s48","","5,7","6,4","148,0","167,0"
"SEAT Tarraco 2.0 TDI 190 CV St&Sp DSG 4Drive XCELLENCE PLUS s48","","6,8","7,6","179,0","199,0"
"SEAT Tarraco 2.0 TSI 140KW S/S XCEL PLUS DCT 4WD MY19","","8,7","9,5","147,0","164,0"
"SEAT Tarraco 2.0 TSI 140KW S/S XCELLENCE DCT 4WD MY19","","8,7","9,5","147,0","164,0"
"SEAT TOLEDO 1.0 TSI 70KW REFERENCE EDITION MY19","","5,4","6,4","122,0","143,0"
"SEAT TOLEDO 1.0 TSI 81KW S/S DCT XCELLENCE EDITIO MY19","","5,7","6,3","128,0","143,0"
