"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SKODA KAMIQ MY22 AMBITION 1.5 TSI 110 kW (150 CV) DSG","","6,0","6,3","136,0","143,0"
"SKODA KAMIQ MY22 AMBITION 1.5 TSI 110 kW (150 CV) Manual","","5,6","6,0","128,0","135,0"
"SKODA KAMIQ MY22 MONTECARLO 1.0 TSI 81 kW (110 CV) DSG","","6,1","6,2","137,0","140,0"
"SKODA KAMIQ MY22 MONTECARLO 1.5 TSI 110 kW (150 CV) DSG","","6,2","6,3","140,0","143,0"
"SKODA KAMIQ MY22 MONTECARLO 1.5 TSI 110 kW (150 CV) Manual","","5,8","6,0","133,0","135,0"
"SKODA KAMIQ MY22 SCOUT 1.0 TSI 81 kW (110 CV) DSG","","5,8","6,0","133,0","136,0"
"SKODA KAMIQ MY22 SCOUT 1.0 TSI 81 kW (110 CV) Manual","","5,4","5,6","123,0","127,0"
"SKODA KAMIQ MY22 SCOUT 1.5 TSI 110 kW (150 CV) DSG","","6,0","6,1","136,0","139,0"
"SKODA KAMIQ MY22 SCOUT 1.5 TSI 110 kW (150 CV) Manual","","5,6","5,8","127,0","131,0"
"SKODA KAMIQ MY22 SPORT 1.0 TSI 81 kW (110 CV) DSG","","6,1","6,2","138,0","140,0"
"SKODA KAMIQ MY22 SPORT 1.0 TSI 81 kW (110 CV) Manual","","5,7","5,8","129,0","132,0"
"SKODA KAMIQ MY22 SPORT 1.5 TSI 110 kW (150 CV) DSG","","6,2","6,3","141,0","143,0"
"SKODA KAMIQ MY22 SPORT 1.5 TSI 110 kW (150 CV) Manual","","5,9","6,0","133,0","135,0"
"SKODA KAMIQ MY22 STYLE 1.0 TGI 66 kW (90 CV) Manual","","5,6","5,9","101,0","105,0"
"SKODA KAMIQ MY22 STYLE 1.0 TSI 81 kW (110 CV) DSG","","5,8","6,2","133,0","140,0"
"SKODA KAMIQ MY22 STYLE 1.0 TSI 81 kW (110 CV) Manual","","5,4","5,8","123,0","132,0"
"SKODA KAMIQ MY22 STYLE 1.5 TSI 110 kW (150 CV) DSG","","6,0","6,3","135,0","143,0"
"SKODA KAMIQ MY22 STYLE 1.5 TSI 110 kW (150 CV) Manual","","5,6","6,0","127,0","135,0"
"SKODA KAROQ MY19 1,0 TSI 85 kW (115 CV) DSG 7 vel.","","6,9","7,1","157,0","161,0"
"SKODA KAROQ MY19 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","6,4","6,7","145,0","152,0"
"SKODA KAROQ MY19 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","7,1","7,6","162,0","167,0"
"SKODA KAROQ MY19 1,5 TSI 110 kW (150 CV) DSG 7 vel. 4x4","","8,1","8,5","183,0","192,0"
"SKODA KAROQ MY19 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","6,8","7,1","153,0","162,0"
"SKODA KAROQ MY19 1,6 TDI CR 85 kW (115 CV) DSG 7 vel.","","4,8","6,2","155,0","161,0"
"SKODA KAROQ MY19 1,6 TDI CR 85 kW (115 CV) Manual 6 vel.","","5,7","5,9","149,0","156,0"
"SKODA KAROQ MY19 2,0 TDI CR 110 kW (150 CV) DSG 7 vel. 4x4","","6,5","6,8","169,0","178,0"
"SKODA KAROQ MY19 2,0 TDI CR 110 kW (150 CV) Manual 6 vel.","","5,6","5,9","146,0","154,0"
"SKODA KAROQ MY19 2,0 TDI CR 110 kW (150 CV) Manual 6 vel. 4x4","","6,3","6,3","165,0","172,0"
"SKODA KAROQ MY20 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","6,3","6,9","143,0","156,0"
"SKODA KAROQ MY20 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","6,6","7,0","150,0","160,0"
"SKODA KAROQ MY20 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","6,4","6,9","146,0","156,0"
"SKODA KAROQ MY20 1,6 TDI CR 85 kW (115 CV) DSG 7 vel.","","5,8","6,2","153,0","162,0"
"SKODA KAROQ MY20 1,6 TDI CR 85 kW (115 CV) Manual 6 vel.","","5,5","5,8","143,0","152,0"
"SKODA KAROQ MY20 2,0 TDI CR 110 kW (150 CV) DSG 7 vel. 4x4","","6,4","6,8","166,0","178,0"
"SKODA KAROQ MY20 2,0 TDI CR 110 kW (150 CV) Manual 6 vel.","","5,5","5,9","143,0","154,0"
"SKODA KAROQ MY20 2,0 TDI CR 140 kW (190 CV) DSG 7 vel. 4x4","","6,5","6,9","170,0","182,0"
"SKODA KAROQ MY20 2,0 TSI 140 kW (190 CV) DSG 7 vel. 4x4","","8,3","8,6","187,0","194,0"
"SKODA KAROQ MY21 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","6,1","6,9","138,0","156,0"
"SKODA KAROQ MY21 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","6,2","6,9","140,0","157,0"
"SKODA KAROQ MY21 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","6,1","7,0","139,0","158,0"
"SKODA KAROQ MY21 1,6 TDI CR 85 kW (115 CV) DSG 7 vel.","","5,7","6,1","149,0","161,0"
