"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"TilGreen Tilmax Tilmax RS","","0,0","0,0","0,0","0,0"
"TilGreen TilScoot TilScoot RS","","0,0","0,0","0,0","0,0"
"Toyota AURIS HYBRID HB Advance Llanta 17p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID HB Feel! Llanta 17p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID HB Llanta 15p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID HB Llanta 16p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID TS Llanta 15p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID TS Llanta 16p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AURIS HYBRID TS Llanta 17p (MY19)","","4,8","5,5","109,0","123,0"
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Automático (MY20)","","4,8","5,2","109,0","117,0"
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Manual (MY20)","","4,9","5,2","112,0","120,0"
"Toyota AYGO 1.0 X-play/X-sport automático (MY21)","","5,1","5,5","116,3","124,1"
"Toyota AYGO 1.0 X-play/X-sport manual (MY21)","","4,9","5,3","111,8","119,7"
"Toyota AYGO 70 Automático (MY18)","","5,1","5,5","116,0","124,0"
"Toyota AYGO 70 Manual (MY18)","","4,9","5,2","112,0","120,0"
"Toyota C-HR 1.8 Active /Lounge Advance/ Lounge Advance Plus Llanta 18p ó 17p (MY21)","","4,8","5,3","109,0","120,0"
"Toyota C-HR 1.8 Llanta 17p (MY19)","","4,7","5,1","106,0","116,0"
"Toyota C-HR 1.8 Llanta 17p (MY20)","","4,7","5,1","106,0","116,0"
"Toyota C-HR 1.8 Llanta 18p (MY19)","","4,7","5,1","106,0","116,0"
"Toyota C-HR 1.8 Llanta 18p (MY20)","","4,8","5,2","108,0","118,0"
"Toyota C-HR 2.0 GR Sport Llanta 19p (MY21)","","5,3","5,7","120,3","128,0"
