"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Dacia Lodgy 92J Blue dCi 85kW (115CV) 5Pl Stepway (semi: SVY5FNR 6UH)","","4,7","5,1","123,5","132,5"
"Dacia Lodgy 92J Blue dCi 85kW (115CV) 7Pl (semi: LAY7FNR 6UH,LXY7FNR 6UH)","","4,7","5,1","123,5","132,5"
"Dacia Lodgy 92J Blue dCi 85kW (115CV) 7Pl Stepway (semi: SVY7FNR 6UH)","","4,7","5,1","123,5","132,5"
"Dacia Logan MCV Fase 2 52K (semi: LAUF 09D6TG)","","5,5","6,1","113,0","124,0"
"Dacia Logan MCV Fase 2 52K (semi: SAUF 09D6TG, ST20F 09D6TG)","","5,5","6,1","113,0","124,0"
"Dacia Logan MCV Fase 2 52K 1.0 55kW (75CV) (semi: AMBF 10D 6T)","","5,5","6,2","124,0","139,0"
"Dacia Logan MCV Fase 2 52K 1.0 55kW (75CV) - 18","","5,9","6,6","134,0","150,0"
"Dacia Logan MCV Fase 2 52K 1.0 55kW (75CV) - 18 (semi: AMBA 10D 6S)","","5,9","6,7","134,0","150,0"
"Dacia Logan MCV Fase 2 52K 1.0 55kW (75CV) euro6dt (Semi: AMBA 10D 6T)","","5,8","6,5","130,0","145,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) (Semi : LAUF 15H 6T)","","4,4","4,8","115,0","125,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) (semi: LAUF 15H 6T)","","4,2","4,7","111,0","122,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) - 18","","4,4","4,8","115,0","125,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) - 18 Stepway (Semi:ST19 15H 6T)","","4,6","4,8","122,0","127,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) Stepway (semi: SAUF 15H 6T)","","4,7","4,9","123,0","128,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) Stepway (semi: SAUF 15H 6T, SAUA 15H 6T)","","4,7","4,9","123,0","128,0"
"Dacia Logan MCV Fase 2 52K Blue dCi 70kW (95CV) Stepway (semi: ST20F 15H 6T)","","4,7","4,9","123,0","128,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) (Semi: LAUF 09D 6T)","","5,6","6,0","125,0","136,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) (Semi: LAUF 09H6T)","","5,9","6,6","133,0","150,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) - 18","","6,0","6,6","136,0","148,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) - 18 Stepway","","6,4","6,7","145,0","151,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) - 18 Stepway (ST19 09H 6S)","","6,4","6,7","145,0","151,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) euro6dt (Semi: LAUA 09H6T)","","5,9","6,6","133,0","150,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) GLP - 18","","6,0","6,6","120,0","130,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) Stepway (semi : SAUF 09H6T)","","5,8","6,4","130,0","143,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) Stepway (Semi: SAUF 09H6T)","","5,9","6,6","133,0","150,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) Stepway (semi: ST20F 09H 6T)","","5,8","6,4","130,0","143,0"
"Dacia Logan MCV Fase 2 52K TCE 66kW (90CV) Stepway euro6dt (Semi: SAUA 09H6T y ST19 09H 6T)","","5,9","6,6","133,0","150,0"
"Dacia Logan MCV Fase 2 52K TCE 74kW (100CV) Stepway (Semi: SAUF 09D 6T ST20F 09D 6T)","","5,6","6,0","125,0","136,0"
"Dacia Logan Sedan Fase 2 52L 1.0 55kW (75CV)  (semi: AMBF 10D 6T)","","5,5","6,2","124,0","139,0"
