"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp FR s48","","8,2","8,7","185,0","197,0"
"SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE","","8,2","8,7","185,0","197,0"
"SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE EDITION","","8,2","8,7","185,0","197,0"
"SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE EDITION s48","","8,2","8,7","185,0","197,0"
"SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE s48","","8,2","8,7","185,0","197,0"
"SEAT Ateca 2.0 TDI 110KW 4WD FR DCT MY19","","6,3","6,8","164,0","178,0"
"SEAT Ateca 2.0 TDI 110KW 4WD FR EDITION DCT MY19","","6,3","6,8","164,0","178,0"
"SEAT Ateca 2.0 TDI 110KW 4WD XCELLENCE DCT MY19","","6,3","6,8","164,0","178,0"
"SEAT Ateca 2.0 TDI 110KW 4WD XCELLENCE ED DCT MY19","","6,3","6,8","164,0","178,0"
"SEAT Ateca 2.0 TDI 110KW S/S FR DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S FR EDITION DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S FR EDITION MY19","","8,2","8,7","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S FR MY19","","8,2","8,7","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S STYLE DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S STYLE EDITION DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S STYLE EDITION MY19","","5,3","5,7","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S STYLE MY19","","6,1","7,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE ED DCT MY19","","5,4","6,0","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE EDITION MY19","","8,2","8,7","138,0","161,0"
"SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE MY19","","8,2","8,7","138,0","161,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR","","4,9","5,5","136,0","144,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR GO","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR GO","","4,9","5,5","136,0","144,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE","","4,9","5,5","130,0","144,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE (Sem.51)","","4,9","5,5","129,0","131,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO","","4,9","5,5","130,0","144,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO (Sem.51)","","4,9","5,5","129,0","131,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE","","4,9","5,5","136,0","144,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO","","5,4","6,2","142,0","162,0"
"SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO","","4,9","5,5","136,0","144,0"
