"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SEAT LEON 1.6 TDI 85KW S/S STYLE VISIO ED DCT MY19","","5,1","5,7","134,0","148,0"
"SEAT LEON 1.6 TDI 85KW S/S STYLE VISIO ED NAV DCT MY19","","5,1","5,7","134,0","148,0"
"SEAT LEON 1.6 TDI 85KW S/S STYLE VISIO ED NAV MY19","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI 85KW S/S STYLE VISIO EDITION MY19","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE s48","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE VISIO EDITION","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE VISIO EDITION con NAVI","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE VISIO EDITION con NAVI s48","","4,6","5,3","121,0","139,0"
"SEAT LEON 1.6 TDI CR 85kW (115cv) St&Sp STYLE VISIO EDITION s48","","4,6","5,3","121,0","139,0"
"SEAT LEON 2.0 TDI 110KW S/S FR DCT MY19","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI 110KW S/S FR ED DCT MY19","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI 110KW S/S FR EDITION ST DCT MY19","","5,2","5,7","135,0","149,0"
"SEAT LEON 2.0 TDI 110KW S/S FR ST DCT MY19","","5,2","5,7","135,0","149,0"
"SEAT LEON 2.0 TDI 110KW S/S X-PERIENCE ST 4WD DCT MY19","","5,6","6,1","146,0","170,0"
"SEAT LEON 2.0 TDI 110KW X-PERIENCE ED ST 4WD DCT MY19","","5,6","6,1","146,0","170,0"
"SEAT LEON 2.0 TDI 135KW S/S FR EDITION ST DCT MY19","","5,3","6,0","138,0","157,0"
"SEAT LEON 2.0 TDI 135KW S/S FR ST DCT MY19","","5,3","6,0","138,0","157,0"
"SEAT LEON 2.0 TDI 135KW S/S X-PERIENCE ST 4WD DCT MY19","","5,9","6,4","154,0","168,0"
"SEAT LEON 2.0 TDI 135KW X-PERIENCE ED ST 4WD DCT MY19","","5,9","6,4","154,0","168,0"
"SEAT LEON 2.0 TDI CR 110kw (150cv) DSG-6 St&Sp XCELLENCE","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kw (150cv) DSG-6 St&Sp XCELLENCE EDITION PLUS","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kw (150cv) DSG-6 St&Sp XCELLENCE EDITION PLUS s48","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kw (150cv) DSG-6 St&Sp XCELLENCE s48","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR EDITION PLUS","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR EDITION PLUS s48","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) DSG-7 St&Sp FR FAST EDITION s48","","5,0","5,8","130,0","151,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp FR","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp FR EDITION PLUS","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp FR EDITION PLUS s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp FR FAST EDITION s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE VISIO EDITION","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE VISIO EDITION con NAVI","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE VISIO EDITION con NAVI s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp STYLE VISIO EDITION s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp XCELLENCE","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp XCELLENCE EDITION PLUS","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp XCELLENCE EDITION PLUS s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TDI CR 110kW (150cv) St&Sp XCELLENCE s48","","5,1","5,5","134,0","146,0"
"SEAT LEON 2.0 TSI 140KW S/S FR DCT MY19","","6,3","7,3","148,0","165,0"
"SEAT LEON 2.0 TSI 140KW S/S FR EDITION DCT MY19","","6,3","7,3","148,0","165,0"
"SEAT LEON 2.0 TSI 140KW S/S FR EDITION ST DCT MY19","","6,6","7,3","149,0","165,0"
"SEAT LEON 2.0 TSI 140KW S/S X-PER ED ST 4WD DCT MY19","","7,2","8,0","163,0","179,0"
