"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Hyundai i20 MY19 I20 FL 1.0 TGDI 100 CV 7DCT TECNO LE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 3P TGDI 1.0 120CV SPORT","","6,1","6,1","140,0","140,0"
"Hyundai i20 MY19 I20 FL 5P 1.0 TGDI 100CV ESSENCE LX","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P MPI 1.2 75CV ESSENCE","","6,0","6,0","136,0","136,0"
"Hyundai i20 MY19 I20 FL 5P MPI 1.2 75CV ESSENCE LE","","6,1","6,1","137,0","137,0"
"Hyundai i20 MY19 I20 FL 5P MPI 1.2 85CV ESSENCE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P MPI 1.2 85CV ESSENCE LE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P MPI 1.2 85CV KLASS RE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV DRIVE&SKATE","","5,5","5,5","125,0","125,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV DT KLASS RE","","5,6","5,6","127,0","127,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV DT TECNO LE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV DT TECNO LE 2C","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV DT TECNO RE","","5,9","5,9","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV ESSENCE LE","","5,8","5,8","133,0","133,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV KLASS","","5,5","5,5","125,0","125,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV KLASS RE","","5,5","5,5","125,0","125,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV TECNO","","5,9","5,9","134,0","134,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV TECNO LE","","5,9","5,9","134,0","134,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV TECNO LE 2C","","5,9","5,9","134,0","134,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 100CV TECNO RE","","5,9","5,9","134,0","134,0"
"Hyundai i20 MY19 I20 FL 5P TGDI 1.0 120CV STYLE","","6,0","6,0","137,0","137,0"
"Hyundai i20 MY19 I20 FL ACTIVE 1.0 TGDI 100CV DT TECNO 2C","","6,2","6,2","141,0","141,0"
"Hyundai i20 MY19 I20 FL ACTIVE 1.0 TGDI 100CV MT TECNO 2C","","6,3","6,3","143,0","143,0"
