"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SEAT Leon Sportourer ST 1.5 TSI 96kW (130cv) St&Sp XCELLENCE EDITION PLUS s48","","5,1","6,2","115,0","141,0"
"SEAT Leon Sportourer ST 1.5 TSI 96kW (130cv) St&Sp XCELLENCE s48","","5,1","6,2","115,0","141,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION con NAVI","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION con NAVI s48","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE EDITION s48","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 1.6 TDI CR 85kW (115cv) St&Sp STYLE s48","","4,7","5,3","122,0","139,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR EDITION PLUS","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR FAST EDITION PLUS s48","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp FR FAST EDITION s48","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp XCELLENCE","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp XCELLENCE EDITION PLUS","","4,9","5,5","128,0","144,0"
"SEAT Leon Sportourer ST 2.0 TDI CR 110 Kw (150cv) St&Sp XCELLENCE EDITION PLUS s48","","4,9","5,5","128,0","144,0"
