"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SKODA SUPERB MY21 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6,1","6,6","160,0","173,0"
"SKODA SUPERB MY21 2,0 TDI 90 kW (122 CV) DSG 7 vel.","","4,8","5,3","125,0","139,0"
"SKODA SUPERB MY21 2,0 TSI 140 kW (190 CV) DSG 7 vel.","","7,2","7,6","164,0","172,0"
"SKODA SUPERB MY21 2,0 TSI 200 kW (272 CV) DSG 7 vel. 4x4","","8,3","8,6","188,0","196,0"
"Smart forfour (W453) EQ","","0,0","0,0","0,0","0,0"
"Smart fortwo (C453) EQ","","0,0","0,0","0,0","0,0"
"Smart fortwo cabrio (A453) EQ","","0,0","0,0","0,0","0,0"
"soco JS2A 0","","0,0","0,0","0,0","0,0"
"Solaris Urbino 12 electric Electric","","0,0","0,0","0,0","0,0"
"Solaris Urbino 12 GNC GNC","","0,0","0,0","0,0","0,0"
"Solaris Urbino 18 electric Electric","","0,0","0,0","0,0","0,0"
"Solaris Urbino 18 GNC GNC","","0,0","0,0","0,0","0,0"
"Solaris Urbino 18 plug-in hybrid Plug-in hybrid","","0,0","0,0","0,0","0,0"
"Solaris Urbino 8,9 LE electric Electric","","0,0","0,0","0,0","0,0"
"SsangYong KORANDO D16T 4x2 AUT MY19","","6,1","6,1","159,0","159,0"
"SsangYong KORANDO D16T 4x2 AUT MY21","","6,2","6,2","164,0","164,0"
"SsangYong KORANDO D16T 4x2 MY19","","5,6","5,6","147,0","147,0"
"SsangYong KORANDO D16T 4x2 MY21","","5,8","5,9","153,0","155,0"
"SsangYong KORANDO D16T 4x4 AUT MY19","","6,8","6,8","178,0","178,0"
"SsangYong KORANDO D16T 4x4 AUT MY21","","6,7","6,7","176,0","176,0"
"SsangYong KORANDO G15T 4x2 AUT MY19","","7,9","7,9","180,0","180,0"
"SsangYong KORANDO G15T 4x2 AUT MY21","","7,9","7,9","182,0","182,0"
"SsangYong KORANDO G15T 4x2 LP MY19","","7,8","7,8","176,0","176,0"
"SsangYong KORANDO G15T 4x2 LP MY21","","7,4","7,6","170,0","174,0"
"SsangYong KORANDO G15T 4x2 MY19","","7,6","7,6","172,0","172,0"
"SsangYong KORANDO G15T 4x4 AUT MY19","","8,7","8,7","198,0","198,0"
