"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Volkswagen Turismos T-Cross MY22 T-Cross Advance 1.0 TSI 81 kW (110 CV )  6 vel.","","5,8","5,8","131,0","131,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Advance 1.0 TSI 81 kW (110 CV )  DSG 7 vel.","","6,0","6,0","137,0","137,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Advance 1.5 TSI 110 kW (150 CV )  Automatico DSG 7 vel.","","5,9","5,9","135,0","135,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Edition 1.0 TSI 70 kW (95 CV )  5 vel.","","5,7","5,7","129,0","129,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Sport 1.0 TSI 81 kW (110 CV )  6 vel.","","5,8","5,8","131,0","131,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Sport 1.0 TSI 81 kW (110 CV )  DSG 7 vel.","","6,1","6,1","134,0","134,0"
"Volkswagen Turismos T-Cross MY22 T-Cross Sport 1.5 TSI 110 kW (150 CV )  Automatico DSG 7 vel.","","5,9","5,9","134,0","134,0"
"Volkswagen Turismos T-Roc Cabrio MY21 Cabrio Style 1.0 TSI 81 kW (110 CV) 6 vel.","","6,3","6,3","144,0","144,0"
"Volkswagen Turismos T-Roc Cabrio MY21 R-LINE1.5 TSI 110kW (150 CV) Automática DSG7","","7,0","7,0","159,0","159,0"
"Volkswagen Turismos T-Roc Cabrio MY21 R-LINE1.5 TSI 110kW (150 CV) Manual 6 vel.","","7,0","7,0","158,0","158,0"
"Volkswagen Turismos T-Roc Cabrio MY21 STYLE1.5 TSI 110kW (150 CV) Automática DSG7","","6,7","6,7","153,0","153,0"
"Volkswagen Turismos T-Roc Cabrio MY21 STYLE1.5 TSI 110kW (150 CV) Manual 6 vel.","","6,6","6,6","150,0","150,0"
"Volkswagen Turismos T-Roc Cabrio MY22 T-Roc Cabrio R-Line 1.5 TSI 110 kW (150 CV)  6 vel.","","6,9","6,9","157,0","157,0"
"Volkswagen Turismos T-Roc Cabrio MY22 T-Roc Cabrio R-Line 1.5 TSI 110 kW (150 CV)  Automatico DSG 7 vel.","","6,8","6,8","155,0","155,0"
"Volkswagen Turismos T-Roc Cabrio MY22 T-Roc Cabrio Style 1.5 TSI 110 kW (150 CV)  6 vel.","","6,6","6,6","149,0","149,0"
"Volkswagen Turismos T-Roc Cabrio MY22 T-Roc Cabrio Style 1.5 TSI 110 kW (150 CV)  Automatico DSG 7 vel.","","6,6","6,6","149,0","149,0"
"Volkswagen Turismos T-Roc Cabrio MY22 T-Roc Cabrio Style 1.5 TSI 81 kW (110 CV)  6 vel.","","6,3","6,3","143,0","143,0"
"Volkswagen Turismos T-Roc MY21 Advance 1.0 TSI 81 kW (110 CV) 6 vel.","","6,1","6,1","137,0","137,0"
"Volkswagen Turismos T-Roc MY21 Advance 2.0 TDI 85 kW (115 CV) 6 vel.","","4,7","4,7","124,0","124,0"
"Volkswagen Turismos T-Roc MY21 Advance Style 1.0 TSI 81 kW (110 CV) 6 vel.","","6,1","6,1","138,0","138,0"
"Volkswagen Turismos T-Roc MY21 Advance Style 2.0 TDI 85 kW (115 CV) 6 vel.","","4,7","4,7","124,0","124,0"
"Volkswagen Turismos T-Roc MY21 Advance Style1.0 TSI 85kW (115CV) Manual 6 velocidades","","6,3","6,3","143,0","143,0"
"Volkswagen Turismos T-Roc MY21 Advance Style1.5 TSI EVO 110kW (150CV) DSG7 velocidades","","6,5","6,5","147,0","147,0"
