"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"MINI Clubman COOPER AUTOMÁTICO","","5,9","6,4","135,0","146,0"
"MINI Clubman COOPER D AUTOMÁTICO","","4,9","5,3","129,0","138,0"
"MINI Clubman COOPER D MANUAL","","4,8","5,1","125,0","134,0"
"MINI Clubman COOPER MANUAL","","6,0","6,5","136,0","147,0"
"MINI Clubman COOPER S ALL4 AUTOMÁTICO","","6,8","7,1","154,0","163,0"
"MINI Clubman COOPER S AUTOMÁTICO","","6,2","6,6","142,0","151,0"
"MINI Clubman COOPER S MANUAL","","6,7","7,1","152,0","161,0"
"MINI Clubman COOPER SD AUTOMÁTICO","","5,0","5,3","130,0","138,0"
"MINI Clubman JOHN COOPER WORKS ALL4 AUTOMÁTICO","","7,4","7,9","168,0","180,0"
"MINI Clubman ONE AUTOMÁTICO","","6,0","6,3","137,0","143,0"
"MINI Clubman ONE D AUTOMÁTICO","","4,8","5,0","125,0","131,0"
"MINI Clubman ONE D MANUAL","","4,7","4,9","122,0","128,0"
"MINI Clubman ONE MANUAL","","5,9","6,2","135,0","141,0"
"MINI COUNTRYMAN COOPER AUTOMÁTICO","","6,3","6,7","143,0","153,0"
"MINI COUNTRYMAN COOPER D ALL4 AUTOMÁTICO","","5,3","5,6","139,0","148,0"
"MINI COUNTRYMAN COOPER D AUTOMÁTICO","","5,0","5,3","131,0","140,0"
"MINI COUNTRYMAN COOPER D MANUAL","","4,7","5,1","124,0","132,0"
"MINI COUNTRYMAN COOPER MANUAL","","6,2","6,7","142,0","152,0"
"MINI COUNTRYMAN COOPER S ALL4 AUTOMÁTICO","","6,9","7,2","158,0","165,0"
"MINI COUNTRYMAN COOPER S AUTOMÁTICO","","6,4","6,7","146,0","153,0"
"MINI COUNTRYMAN COOPER S MANUAL","","6,6","6,9","151,0","158,0"
"MINI COUNTRYMAN COOPER SD ALL4 AUTOMÁTICO","","5,4","5,6","141,0","147,0"
"MINI COUNTRYMAN COOPER SE ALL4","","1,7","1,9","39,0","44,0"
"MINI COUNTRYMAN JOHN COOPER WORKS AUTOMÁTICO","","7,6","8,2","173,0","188,0"
"MINI COUNTRYMAN ONE AUTOMÁTICO","","6,2","6,6","141,0","150,0"
"MINI COUNTRYMAN ONE D AUTOMÁTICO","","4,9","5,3","128,0","138,0"
"MINI COUNTRYMAN ONE D MANUAL","","4,9","5,3","128,0","138,0"
"MINI COUNTRYMAN ONE MANUAL","","6,1","6,5","140,0","149,0"
"Mitsubishi ASX ASX 200 MPI Challenge MY20","","6,2","9,2","139,6","209,6"
"Mitsubishi ASX ASX 200 MPI CVT Kaiteki MY20","","6,7","9,8","151,7","222,0"
"Mitsubishi ASX ASX 200 MPI CVT Kaiteki+ 4WD MY20","","7,1","10,5","160,9","238,6"
"Mitsubishi ASX ASX 200 MPI CVT Motion MY20","","6,7","9,8","151,7","222,0"
"Mitsubishi ASX ASX 200 MPI Spirit MY20","","6,2","9,2","139,6","209,6"
"Mitsubishi ECLIPSE CROSS 150T 8CVT Kaiteki 4WD MY20","","8,7","10,6","171,6","240,9"
"Mitsubishi ECLIPSE CROSS 150T 8CVT Motion MY20","","8,2","10,1","160,2","228,8"
"Mitsubishi ECLIPSE CROSS 150T Challenge MY20","","7,5","9,9","144,7","223,9"
"Mitsubishi ECLIPSE CROSS 150T Motion MY20","","6,8","9,9","153,9","223,5"
"Mitsubishi ECLIPSE CROSS 150T Spirit MY20","","6,8","9,9","153,9","223,5"
"Mitsubishi ECLIPSE CROSS ECLIPSE CROSS PHEV KAITEKI 4WD","","1,0","8,5","23,0","192,0"
"Mitsubishi ECLIPSE CROSS ECLIPSE CROSS PHEV KAITEKI+ 4WD","","1,0","8,5","23,0","192,0"
"Mitsubishi ECLIPSE CROSS ECLIPSE CROSS PHEV Motion 4WD","","1,0","8,5","23,0","192,0"
"Mitsubishi L200 C/C 220 DI-D M-PRO MY20","","7,6","9,7","199,2","254,4"
"Mitsubishi L200 D/C 220 DI-D 6AT Kaiteky MY20","","8,6","11,1","225,5","292,1"
"Mitsubishi L200 D/C 220 DI-D 6AT M-PRO MY20","","8,7","11,0","228,0","289,5"
"Mitsubishi L200 D/C 220 DI-D 6AT Motion MY20","","8,6","11,1","225,5","292,1"
"Mitsubishi L200 D/C 220 DI-D M-PRO MY20","","7,6","9,7","199,2","254,4"
"Mitsubishi Outlander 200 MPI CVT Kaiteki 2WD 7 plazas MY20","","7,1","10,0","160,4","227,1"
"Mitsubishi Outlander 200 MPI CVT Kaiteki 4WD 7 plazas MY20","","7,6","10,8","171,7","245,2"
"Mitsubishi Outlander 200 MPI CVT Motion 2WD 5 plazas MY20","","7,1","10,0","160,4","227,1"
"Mitsubishi Outlander 200 MPI CVT Motion 2WD 7 plazas MY20","","7,1","10,0","160,4","227,1"
"Mitsubishi Outlander PHEV Kaiteki 4WD MY20","","0,1","8,8","3,0","199,0"
"Mitsubishi Outlander PHEV Kaiteki+ 4WD MY20","","0,1","8,8","3,0","199,0"
"Mitsubishi Outlander PHEV Motion 4WD MY20","","0,1","8,8","3,0","199,0"
"Mitsubishi SPACE STAR 120 MPI CVT Kaiteki MY20","","4,9","6,5","110,5","147,2"
"Mitsubishi SPACE STAR 120 MPI Kaiteki MY20","","4,7","6,1","106,2","137,1"
"Mitsubishi SPACE STAR 120 MPI Motion MY20","","4,4","5,7","100,0","128,1"
"Nissan 370Z Coupé GT Automático 3.7 Petrol 328PS","","12,0","12,0","271,0","271,0"
"Nissan 370Z Coupé GT Manual 3.7 Petrol 328PS","","12,1","12,1","274,0","274,0"
"Nissan 370Z Coupé Manual 3.7 Petrol 328PS","","12,1","12,1","274,0","274,0"
"Nissan 370Z Coupé NISMO Manual 3.7 Petrol 344PS","","12,2","12,2","276,0","276,0"
"Nissan 370Z Roadster GT Automático 3.7 Petrol 328PS","","12,2","12,2","276,0","276,0"
"Nissan 370Z Roadster GT Manual 3.7 Petrol 328PS","","12,8","12,8","289,0","289,0"
"Nissan eNV200 Combi 5p 40 kWh","","0,0","0,0","0,0","0,0"
"Nissan eNV200 Evalia 5 40 kWh","","0,0","0,0","0,0","0,0"
"Nissan eNV200 Evalia 7 40 kWh","","0,0","0,0","0,0","0,0"
"Nissan eNV200 Furgón 4p 40 kWh","","0,0","0,0","0,0","0,0"
"Nissan eNV200 Furgón 5p 40 kWh","","0,0","0,0","0,0","0,0"
"Nissan eNV200 Furgón 5p 40 kWh PREMIUM Mam","","0,0","0,0","0,0","0,0"
"Nissan GT-R 3.8 Petrol 570PS","","14,0","14,0","316,0","316,0"
"Nissan GT-R NISMO 3.8 Petrol 600PS","","14,4","14,4","325,0","325,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT ACENTA","","5,9","5,9","135,0","135,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT N-CONNECTA","","5,9","5,9","135,0","135,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT N-DESIGN","","6,2","6,2","141,0","141,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT PREMIERE EDITION","","6,2","6,2","142,0","142,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT TEKNA","","6,2","6,2","140,0","140,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp 6MT VISIA","","5,9","5,9","135,0","135,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp DCT ACENTA","","6,1","6,1","138,0","138,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp DCT N-CONNECTA","","6,1","6,1","138,0","138,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp DCT N-DESIGN","","6,4","6,4","145,0","145,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp DCT PREMIERE EDITION","","6,4","6,4","145,0","145,0"
"Nissan JUKE 1.0 DIG-T 86kW (117CV) E6D-Temp DCT TEKNA","","6,3","6,3","143,0","143,0"
"Nissan JUKE 1.5 D 6MT ACENTA","","5,7","5,7","149,0","149,0"
"Nissan JUKE 1.5 D 6MT BOSE","","5,7","5,7","149,0","149,0"
"Nissan JUKE 1.5 D 6MT N-CONNECTA","","5,7","5,7","149,0","149,0"
"Nissan JUKE 1.5 D 6MT VISIA","","5,7","5,7","149,0","149,0"
"Nissan JUKE 1.6 G 5MT ACENTA","","8,2","8,2","185,0","185,0"
"Nissan JUKE 1.6 G 5MT BOSE","","8,2","8,2","186,0","186,0"
"Nissan JUKE 1.6 G 5MT N-CONNECTA","","8,2","8,2","186,0","186,0"
"Nissan JUKE 1.6 G 5MT TEKNA","","8,3","8,3","188,0","188,0"
"Nissan JUKE 1.6 G 5MT TEKNA LLANTA 18","","8,4","8,4","191,0","191,0"
"Nissan JUKE 1.6 G 5MT VISIA","","8,2","8,2","185,0","185,0"
"Nissan JUKE 1.6 G CVT BOSE","","8,0","8,0","181,0","181,0"
"Nissan JUKE 1.6 G CVT N-CONNECTA","","8,0","8,0","180,0","180,0"
"Nissan JUKE 1.6 G CVT TEKNA","","8,2","8,2","185,0","185,0"
"Nissan JUKE ACENTA 1.0 DIG-T 84kW (114CV) E6D-Full 6MT","","5,9","5,9","134,2","134,2"
"Nissan JUKE ACENTA 1.0 DIG-T 84kW (114CV) E6D-Full DCT","","6,1","6,1","136,9","136,9"
"Nissan JUKE ENIGMA 1.0 DIG-T 84kW (114CV) E6D-Full 6MT","","6,2","6,2","139,7","139,7"
"Nissan JUKE ENIGMA 1.0 DIG-T 84kW (114CV) E6D-Full DCT","","6,4","6,4","143,7","143,7"
"Nissan JUKE N-CONNECTA  1.0 DIG-T 84kW (114CV) E6D-Full 6MT","","5,9","5,9","134,3","135,0"
"Nissan JUKE N-CONNECTA 1.0 DIG-T 84kW (114CV) E6D-Full DCT","","6,1","6,1","137,2","137,2"
