"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"ZD D2S 0,1","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES DS","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES DS 11kW","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES DS 11kW","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES DSR","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES FX","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES FXS","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES FXS 11kW","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES S","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES S 11kW","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES S 11kW","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES SR","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES SRF","","0,0","0,0","0,0","0,0"
"ZERO MOTORCYCLES SRS","","0,0","0,0","0,0","0,0"
"ZHIDOU d2 0","","0,0","0,0","0,0","0,0"
"ZHIDOU d2s 1","","0,0","0,0","0,0","0,0"
"ZHIDOU d2s 5 ZD7150EV-A","","0,0","0,0","0,0","0,0"
