"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Skoda Canarias KAMIQ Ambition 1.0 TSI 85kW (115CV) Manual-6G MY20","","5,8","5,8","131,2","131,2"
"Skoda Canarias KAMIQ Ambition 1.5 TSI 110kW (150CV) Manual-6G MY20","","5,9","5,9","134,3","134,3"
"Skoda Canarias KAMIQ Ambition Plus 1.0 TSI 70kW (95CV) Manual-5G MY20","","5,7","5,7","129,8","129,8"
"Skoda Canarias KAMIQ Ambition Plus 1.0 TSI 85kW (115CV) DSG MY20","","6,1","6,1","138,0","138,0"
"Skoda Canarias KAMIQ Ambition Plus 1.0 TSI 85kW (115CV) Manual-6G MY20","","5,8","5,8","131,3","131,3"
"Skoda Canarias KAMIQ Ambition Plus 1.5 TSI 110kW (150CV) Manual-6G MY20","","5,9","5,9","134,5","134,5"
"Skoda Canarias KAMIQ Sport 1.0 TSI 85kW (115CV) DSG MY20","","6,0","6,0","136,0","136,0"
"Skoda Canarias KAMIQ Sport 1.0 TSI 85kW (115CV) Manual-6G MY20","","5,7","5,7","129,3","129,3"
"Skoda Canarias KAMIQ Sport 1.5 TSI 110kW (150CV) DSG MY20","","6,2","6,2","141,2","141,2"
"Skoda Canarias KAMIQ Sport 1.5 TSI 110kW (150CV) Manual-6G MY20","","5,9","5,9","132,7","132,7"
"Skoda Canarias KAROQ Ambition 1.0 TSI 85kW (115CV) Manual-6G MY20","","6,3","6,3","141,8","141,8"
"Skoda Canarias KAROQ Ambition 1.5 TSI 110kW (150CV) DSG MY20","","6,8","6,8","155,4","155,4"
"Skoda Canarias KAROQ Ambition Plus 1.0 TSI 70kW (95CV) Manual-5G MY20","","6,3","6,3","141,9","141,9"
"Skoda Canarias KAROQ Ambition Plus 1.0 TSI 85kW (115CV) Manual-6G MY20","","5,8","5,8","151,0","151,0"
"Skoda Canarias KAROQ Ambition Plus 1.0 TSI 85kW (115CV) Manual-6G MY20","","6,6","6,6","149,2","149,2"
"Skoda Canarias KAROQ Ambition Plus 1.5 TSI 110kW (150CV) DSG MY20","","6,6","6,6","149,4","149,4"
"Skoda Canarias KAROQ Ambition Plus 1.5 TSI 110kW (150CV) Manual-6G MY20","","6,6","6,6","149,9","149,9"
"Skoda Canarias KAROQ Ambition Plus 1.5 TSI 110kW (150CV) Manual-6G MY20","","6,3","6,3","143,9","143,9"
"Skoda Canarias KAROQ Drive 1.5 TSI 110kW (150CV) DSG MY20","","6,6","6,6","149,5","149,5"
"Skoda Canarias KAROQ Sportline 1.5 TSI 110kW (150CV) DSG MY20","","6,8","6,8","154,1","154,1"
"Skoda Canarias KAROQ Sportline 1.5 TSI 110kW (150CV) Manual-6G MY20","","6,6","6,6","149,7","149,7"
"Skoda Canarias KAROQ Style 1.0 TSI 85kW (115CV) Manual-6G MY20","","6,6","6,6","149,6","149,6"
"Skoda Canarias KAROQ Style Plus 1.0 TSI 85kW (115CV) Manual-6G MY20","","6,6","6,6","149,6","149,6"
"Skoda Canarias KODIAQ Ambition 2.0 TDI 110 kW (150 CV) DSG MY20","","6,2","6,2","161,5","161,5"
"Skoda Canarias KODIAQ Ambition Plus 1.5 TSI 110kW (150CV) DSG MY20","","7,5","7,5","169,6","169,6"
"Skoda Canarias KODIAQ Ambition Plus 1.5 TSI 110kW (150CV) Manual-6G MY20","","7,4","7,4","168,7","168,7"
"Skoda Canarias KODIAQ Ambition Plus 2.0 TDI 110 kW (150 CV) 4x4 Manual-6G MY20","","6,5","6,5","169,9","169,9"
