"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SEAT eScooter 125 SEAT MÓ eScooter 125 Rojo Daring Mate","","0,0","0,0","0,0","0,0"
"SEAT IBIZA 1.0 MPI 59KW REFERENCE FULL CONNECT MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 59KW REFERENCE MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 59KW REFERENCE PLUS MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 59KW STYLE FULL CONNECT MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 59KW STYLE MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 59KW STYLE PLUS MY19","","6,0","6,2","129,0","140,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE","","5,2","6,0","122,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Business s48","","5,2","6,0","118,0","135,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Business2","","5,2","6,0","122,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE GO2","","5,2","6,0","122,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Plus s48","","5,2","6,0","118,0","135,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE","","5,2","6,0","121,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE GO Navi","","5,2","6,0","118,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE GO2","","5,2","6,0","121,0","137,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE Plus s48","","5,2","6,0","118,0","135,0"
"SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE s48","","5,2","6,0","118,0","135,0"
"SEAT IBIZA 1.0 TGI 66KW FR ECO PLUS MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW FR MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW REFERENCE MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW REFERENCE PLUS MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW STYLE MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW STYLE PLUS MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW XCELLENCE MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 66KW XCELLENCE PLUS MY19","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR","","3,5","4,1","109,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR GO2","","3,5","4,1","109,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR Plus","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR Plus s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop FR s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE","","3,5","4,1","103,0","111,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business (Solo flotas)","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business (Solo flotas) s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business2","","3,5","4,1","104,0","111,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE GO2","","3,5","4,1","104,0","111,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Plus","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Plus s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE","","3,5","4,1","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE GO Navi","","3,5","4,1","95,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE GO2","","3,5","4,1","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE Plus","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE Plus s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE","","3,5","4,1","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE GO Navi","","3,5","4,1","95,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE GO2","","3,5","4,1","101,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE Plus","","3,8","4,1","103,0","112,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE Plus s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE s48","","3,7","4,0","102,0","111,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR","","1,0","6,4","133,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR GO","","5,3","6,4","122,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR GO2","","5,3","6,4","133,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE","","5,3","6,4","127,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO","","5,3","6,4","122,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO Navi","","5,3","6,4","122,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO2","","5,3","6,4","126,0","146,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop FR","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop FR","","4,9","6,1","123,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop FR GO","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop FR GO2","","4,9","6,1","123,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE","","4,9","6,1","116,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO Navi","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO2","","4,9","6,1","116,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE","","4,9","6,1","116,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO Navi","","4,9","6,1","112,0","138,0"
"SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO2","","4,9","6,1","116,0","138,0"
"SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR","","5,7","6,7","128,0","151,0"
"SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR Plus","","5,7","6,7","128,0","151,0"
"SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR Plus s48","","5,7","6,7","128,0","151,0"
"SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR s48","","5,7","6,7","128,0","151,0"
"SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE","","5,7","6,7","128,0","151,0"
