"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 1.0 TSI 81 kW (110 CV)  6 vel.","","5,5","5,5","124,0","124,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 1.5 eTSI 110 kW (150 CV)  Automatico DSG 7 vel.","","5,7","5,7","128,0","128,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 1.5 eTSI 96 kW (130 CV)  Automatico DSG 7 vel.","","5,5","5,5","125,0","125,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 1.5 TSI 110 kW (150 CV)  6 vel.","","5,7","5,7","128,0","128,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 1.5 TSI 96 kW (130 CV)  6 vel.","","5,5","5,5","123,0","123,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 2.0 TDI 85 kW (115 CV)  6 vel.","","4,5","4,5","119,0","119,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant Life 2.0 TDI 85 kW (115 CV)  Automatico DSG 7 vel.","","4,5","4,5","119,0","119,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant R-Line 1.5 eTSI 110 kW (150 CV)  Automatico DSG 7 vel.","","5,8","5,8","132,0","132,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant R-Line 1.5 eTSI 96 kW (130 CV)  Automatico DSG 7 vel.","","5,6","5,6","128,0","128,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant R-Line 1.5 TSI 110 kW (150 CV)  6 vel.","","5,8","5,8","132,0","132,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant R-Line 1.5 TSI 96 kW (130 CV)  6 vel.","","5,6","5,6","127,0","127,0"
"Volkswagen Turismos GOLF VARIANT MY22 Golf Variant R-Line 2.0 TDI 110 kW (150 CV)  Automatico DSG 7 vel.","","4,7","4,7","123,0","123,0"
"Volkswagen Turismos ID.3 MY20 ID.3 1st Max 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY20 ID.3 1st plus 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21  ID.3 Pro S 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21  ID.3 Tour 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Business 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Life 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Max 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro 107 kW (145 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Business 107 kW (145 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Life 107 kW (145 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Business 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Life 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Max 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance 110 kW (150 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance City 110 kW (150 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance Style 110 kW (150 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY21 ID.3 Style 150 kW (204 CV) Aut 1 Vel","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY22 ID.3 Pro 107 kW (145 CV) Automatico 1 vel.","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY22 ID.3 Pro Performance 150 kW (204 CV) Automatico 1 vel.","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY22 ID.3 Pro S 150 kW (204 CV) 77 kWh Automatico 1 vel.","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.3 MY22 ID.3 Pure Performance 110 kW (150 CV) Automatico 1 vel.","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 1st 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 1st Max 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Business 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Life 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Max 150 kW (204 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure 109 kW (149 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure City 109 kW (149 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance 125 kW (170 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance City 125 kW (170 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance Style 125 kW (170 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY21 ID.4 Pure Style 109 kW (149 CV)","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY22 ID.4 1st 150 kW (204 CV) Automatico 1 vel.","","0,0","0,0","0,0","0,0"
"Volkswagen Turismos ID.4 MY22 ID.4 GTX 220 kW (299 CV) Automatico 1 vel.","","0,0","0,0","0,0","0,0"
