"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Opel Combo Cargo (MY19.5) EXPRESS L H1 650 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) EXPRESS L H1 650 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) EXPRESS L H1 650 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) EXPRESS L H1 650 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) EXPRESS XL H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) EXPRESS XL H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 1,000 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 1,000 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 650 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 650 Kg 1.6 TD MT5 75 cv MY 19,5","","5,5","6,2","144,0","162,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 650 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT L H1 650 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT XL H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY19.5) SELECT XL H1 1,000 Kg 1.6 TD S/S MT5 100 cv MY 19,5","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY20.0) Active L H1 1,000 kg 1.5 TD S/S MT5 100 CV","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY20.0) Active XL H1 1,000 kg 1.5 TD S/S MT5 100 CV","","5,2","6,1","137,0","160,0"
"Opel Combo Cargo (MY20.0) Doble Cabina XL H1 1,000 kg 1.5 TD S/S MT5 100 CV","","5,2","6,1","137,0","160,0"
