"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"SKODA KODIAQ MY22 STYLE 2.0 TDI 147 kW (200 CV) AdBlue DSG 4x4","","6,3","6,9","166,0","180,0"
"SKODA KODIAQ MY22 STYLE 2.0 TSI 140 kW (190 CV) DSG 4x4","","8,0","8,4","181,0","191,0"
"SKODA OCTAVIA A7 MY19 1,0 TSI 85 kW (115 CV) DSG 7 vel.","","5,8","6,6","131,0","149,0"
"SKODA OCTAVIA A7 MY19 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","5,4","6,1","122,0","137,0"
"SKODA OCTAVIA A7 MY19 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","5,9","6,4","135,0","145,0"
"SKODA OCTAVIA A7 MY19 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","5,7","6,2","128,0","141,0"
"SKODA OCTAVIA A7 MY19 1,6 TDI 85 kW (115 CV) DSG 7 vel.","","5,0","5,5","132,0","144,0"
"SKODA OCTAVIA A7 MY19 1,6 TDI 85 kW (115 CV) Manual 5 vel.","","4,6","5,2","122,0","137,0"
"SKODA OCTAVIA A7 MY19 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5,1","5,4","132,0","142,0"
"SKODA OCTAVIA A7 MY19 2,0 TDI 135 kW (184 CV) DSG 7 vel.","","5,4","5,7","143,0","149,0"
"SKODA OCTAVIA A7 MY19 2,0 TDI 135 kW (184 CV) DSG 7 vel. 4x4","","6,1","6,4","159,0","167,0"
"SKODA OCTAVIA A7 MY19 2,0 TSI 140 kW (190 CV) DSG 7 vel.","","6,8","7,0","153,0","158,0"
"SKODA OCTAVIA A7 MY19 2,0 TSI 180 kW (245 CV) DSG 7 vel.","","7,3","7,6","166,0","171,0"
"SKODA OCTAVIA A7 MY19 2,0 TSI 180 kW (245 CV) Manual 6 vel.","","7,2","7,4","162,0","167,0"
"SKODA OCTAVIA A7 MY20 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","5,2","6,1","119,0","138,0"
"SKODA OCTAVIA A7 MY20 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","5,8","6,5","132,0","148,0"
"SKODA OCTAVIA A7 MY20 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","5,3","6,1","120,0","138,0"
"SKODA OCTAVIA A7 MY20 1,6 TDI 85 kW (115 CV) Manual 5 vel.","","4,8","5,2","125,0","137,0"
"SKODA OCTAVIA A7 MY20 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5,0","5,4","131,0","141,0"
"SKODA OCTAVIA A7 MY20 2,0 TDI 110 kW (150 CV) Manual 6 vel.","","4,9","5,3","128,0","138,0"
"SKODA OCTAVIA A7 MY20 2,0 TDI 135 kW (184 CV) DSG 7 vel. 4x4","","6,1","6,4","160,0","168,0"
"SKODA OCTAVIA A7 MY20 2,0 TSI 180 kW (245 CV) DSG 7 vel.","","7,4","7,6","167,0","173,0"
"SKODA OCTAVIA A8 MY20 1,5 TSI 110 kW Manual 6 vel.","","5,5","6,0","125,0","136,0"
"SKODA OCTAVIA A8 MY20 2,0 TDI 110 kW DSG 7 vel.","","4,5","4,9","118,0","128,0"
"SKODA OCTAVIA A8 MY20 2,0 TDI 85 kW Manual 6 vel.","","4,2","4,7","111,0","124,0"
"SKODA OCTAVIA A8 MY21 1,0 TSI 81 kW (110 CV) Manual 6 vel.","","5,1","5,6","116,0","127,0"
"SKODA OCTAVIA A8 MY21 1,0 TSI m-HEV 81 kW (110 CV) DSG 7 vel.","","5,0","5,5","114,0","126,0"
"SKODA OCTAVIA A8 MY21 1,4 TSI iV P-HEV150 kW (200 CV)DSG 6 vel.","","1,0","1,1","9,0","134,0"
"SKODA OCTAVIA A8 MY21 1,4 TSI iV P-HEV180 kW (245 CV)DSG 6 vel.","","1,1","1,2","12,0","139,0"
"SKODA OCTAVIA A8 MY21 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","5,5","6,0","126,0","137,0"
"SKODA OCTAVIA A8 MY21 1,5 TSI 96 kW (130 CV) DSG 7 vel. G-TEC","","5,8","6,1","103,0","110,0"
"SKODA OCTAVIA A8 MY21 1,5 TSI m-HEV 110 kW (150 CV) DSG 7 vel.","","5,2","5,7","119,0","130,0"
"SKODA OCTAVIA A8 MY21 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","4,5","4,8","118,0","126,0"
"SKODA OCTAVIA A8 MY21 2,0 TDI 110 kW (150 CV) Manual 6 vel.","","4,1","4,5","108,0","118,0"
"SKODA OCTAVIA A8 MY21 2,0 TDI 147 kW (200 CV) DSG 7 vel.","","4,9","5,1","129,0","133,0"
"SKODA OCTAVIA A8 MY21 2,0 TDI 85 kW (115 CV) DSG 7 vel.","","4,3","4,7","114,0","123,0"
"SKODA OCTAVIA A8 MY21 2,0 TDI 85 kW (115 CV) Manual 6 vel.","","4,3","4,8","112,0","125,0"
"SKODA OCTAVIA A8 MY21 2,0 TSI180 kW (245 CV)DSG 7 vel.","","6,7","7,0","153,0","160,0"
"SKODA OCTAVIA COMBI A7 MY19 1,0 TSI 85 kW (115 CV) DSG 7 vel.","","6,2","6,8","140,0","155,0"
"SKODA OCTAVIA COMBI A7 MY19 1,0 TSI 85 kW (115 CV) Manual 6 vel.","","5,7","6,3","129,0","142,0"
"SKODA OCTAVIA COMBI A7 MY19 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","6,2","6,7","141,0","151,0"
"SKODA OCTAVIA COMBI A7 MY19 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","5,9","6,5","135,0","147,0"
"SKODA OCTAVIA COMBI A7 MY19 1,5 TSI 96 kW (130 CV) DSG 7 vel. G-TEC","","6,3","6,6","113,0","118,0"
"SKODA OCTAVIA COMBI A7 MY19 1,6 TDI 85 kW (115 CV) DSG 7 vel.","","5,2","5,7","137,0","142,0"
"SKODA OCTAVIA COMBI A7 MY19 1,6 TDI 85 kW (115 CV) Manual 5 vel.","","4,9","5,4","128,0","143,0"
"SKODA OCTAVIA COMBI A7 MY19 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5,2","5,6","136,0","146,0"
"SKODA OCTAVIA COMBI A7 MY19 2,0 TDI 110 kW (150 CV) DSG 7 vel. 4x4","","5,8","6,1","152,0","160,0"
"SKODA OCTAVIA COMBI A7 MY19 2,0 TDI 135 kW (184 CV) DSG 7 vel.","","5,6","5,9","148,0","155,0"
