"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Mercedes-Benz CLA Coupé (C118) 220 d aut.","","5,0","5,5","130,0","143,0"
"Mercedes-Benz CLA Coupé (C118) 250 4MATIC aut.","","6,8","7,6","154,0","172,0"
"Mercedes-Benz CLA Coupé (C118) 250 e","","1,0","1,3","22,0","29,0"
"Mercedes-Benz CLA Coupé (C118) 35 4MATIC","","8,1","8,6","184,0","195,0"
"Mercedes-Benz CLA Coupé (C118) 45 S 4MATIC+","","8,8","8,9","200,0","203,0"
"Mercedes-Benz CLA Shooting Brake (X118) 180 aut.","","6,1","6,8","139,0","154,0"
"Mercedes-Benz CLA Shooting Brake (X118) 180 man.","","6,1","6,8","138,0","154,0"
"Mercedes-Benz CLA Shooting Brake (X118) 200 aut.","","6,1","6,8","140,0","154,0"
"Mercedes-Benz CLA Shooting Brake (X118) 200 d 4MATIC aut.","","5,2","5,8","136,0","153,0"
"Mercedes-Benz CLA Shooting Brake (X118) 200 d aut.","","5,0","5,6","132,0","147,0"
"Mercedes-Benz CLA Shooting Brake (X118) 200 man.","","6,1","6,8","138,0","154,0"
"Mercedes-Benz CLA Shooting Brake (X118) 220 d aut.","","5,1","5,6","134,0","147,0"
"Mercedes-Benz CLA Shooting Brake (X118) 250 4MATIC aut.","","7,0","7,8","158,0","178,0"
"Mercedes-Benz CLA Shooting Brake (X118) 250 e","","1,1","1,4","24,0","32,0"
"Mercedes-Benz CLA Shooting Brake (X118) 35 4MATIC","","8,3","8,8","189,0","201,0"
"Mercedes-Benz CLA Shooting Brake (X118) 45 S 4MATIC+","","8,9","9,1","203,0","207,0"
"Mercedes-Benz Clase A Compacto (W177) 180 aut.","","6,0","6,7","135,0","151,0"
"Mercedes-Benz Clase A Compacto (W177) 180 d aut.","","5,0","5,6","132,0","146,0"
"Mercedes-Benz Clase A Compacto (W177) 180 man.","","5,9","6,7","134,0","151,0"
"Mercedes-Benz Clase A Compacto (W177) 200 aut.","","6,0","6,7","136,0","151,0"
"Mercedes-Benz Clase A Compacto (W177) 200 d 4MATIC aut.","","5,1","5,7","134,0","150,0"
"Mercedes-Benz Clase A Compacto (W177) 200 d aut.","","4,9","5,5","128,0","144,0"
"Mercedes-Benz Clase A Compacto (W177) 200 man.","","5,9","6,7","134,0","151,0"
"Mercedes-Benz Clase A Compacto (W177) 220 d aut.","","5,0","5,5","130,0","145,0"
"Mercedes-Benz Clase A Compacto (W177) 250 4MATIC aut.","","6,9","7,7","156,0","176,0"
"Mercedes-Benz Clase A Compacto (W177) 250 e","","1,0","1,4","22,0","31,0"
"Mercedes-Benz Clase A Compacto (W177) 35 4MATIC","","8,3","8,8","189,0","201,0"
"Mercedes-Benz Clase A Compacto (W177) 45 S 4MATIC+","","8,9","9,1","203,0","207,0"
"Mercedes-Benz Clase A Sedán (V177) 180 aut.","","5,9","6,6","135,0","158,0"
"Mercedes-Benz Clase A Sedán (V177) 180 d aut.","","5,0","5,5","130,0","144,0"
"Mercedes-Benz Clase A Sedán (V177) 180 man.","","5,8","6,6","133,0","150,0"
"Mercedes-Benz Clase A Sedán (V177) 200 aut.","","5,9","6,6","135,0","150,0"
"Mercedes-Benz Clase A Sedán (V177) 200 d 4MATIC aut.","","5,0","5,6","131,0","148,0"
"Mercedes-Benz Clase A Sedán (V177) 200 d aut.","","4,8","5,4","127,0","141,0"
"Mercedes-Benz Clase A Sedán (V177) 200 man.","","5,9","6,6","133,0","150,0"
"Mercedes-Benz Clase A Sedán (V177) 250 e","","0,9","1,3","21,0","30,0"
"Mercedes-Benz Clase A Sedán (V177) 35 4MATIC","","8,0","8,5","182,0","194,0"
"Mercedes-Benz Clase B (W247) 180 aut.","","6,1","6,8","139,0","154,0"
"Mercedes-Benz Clase B (W247) 180 d aut.","","5,2","5,7","136,0","151,0"
"Mercedes-Benz Clase B (W247) 180 man.","","6,1","6,8","138,0","154,0"
"Mercedes-Benz Clase B (W247) 200 aut.","","6,1","6,8","139,0","155,0"
"Mercedes-Benz Clase B (W247) 200 d aut.","","5,1","5,7","133,0","149,0"
"Mercedes-Benz Clase B (W247) 200 man.","","6,1","6,8","138,0","155,0"
"Mercedes-Benz Clase B (W247) 220 d aut.","","5,1","5,7","135,0","149,0"
"Mercedes-Benz Clase B (W247) 250 e","","1,0","1,5","24,0","33,0"
"Mercedes-Benz Clase C Berlina (W206) 180","","6,3","7,2","143,0","163,0"
"Mercedes-Benz Clase C Berlina (W206) 200","","6,4","7,2","144,0","163,0"
"Mercedes-Benz Clase C Berlina (W206) 220 d","","5,0","5,6","131,0","148,0"
"Mercedes-Benz Clase C Berlina (W206) 300","","6,7","7,4","152,0","169,0"
"Mercedes-Benz Clase C Berlina (W206) 300 d","","5,1","5,6","133,0","148,0"
"Mercedes-Benz Clase C Cabrio (A205) 200","","7,3","8,2","167,0","186,0"
"Mercedes-Benz Clase C Cabrio (A205) 220 d","","5,3","6,0","138,0","157,0"
"Mercedes-Benz Clase C Cabrio (A205) 220 d 4MATIC","","5,5","6,3","145,0","166,0"
"Mercedes-Benz Clase C Cabrio (A205) 300","","7,3","8,2","166,0","186,0"
"Mercedes-Benz Clase C Cabrio (A205) 300 d","","5,7","6,5","150,0","171,0"
"Mercedes-Benz Clase C Cabrio (A205) 43 4MATIC","","10,0","10,5","228,0","240,0"
"Mercedes-Benz Clase C Cabrio (A205) 63","","11,2","11,4","254,0","258,0"
"Mercedes-Benz Clase C Cabrio (A205) 63 S","","11,2","11,4","255,0","259,0"
"Mercedes-Benz Clase C Coupé (C205) 200","","6,6","7,8","150,0","177,0"
"Mercedes-Benz Clase C Coupé (C205) 220 d","","5,0","5,7","131,0","149,0"
"Mercedes-Benz Clase C Coupé (C205) 220 d 4MATIC","","5,2","6,0","137,0","157,0"
"Mercedes-Benz Clase C Coupé (C205) 300","","6,9","7,8","157,0","177,0"
"Mercedes-Benz Clase C Coupé (C205) 300 d","","5,4","6,2","142,0","163,0"
"Mercedes-Benz Clase C Coupé (C205) 300 d 4MATIC","","5,6","6,4","147,0","167,0"
"Mercedes-Benz Clase C Coupé (C205) 43 4MATIC","","9,7","10,2","220,0","233,0"
"Mercedes-Benz Clase C Coupé (C205) 63","","10,7","11,0","244,0","250,0"
"Mercedes-Benz Clase C Coupé (C205) 63 S","","10,8","11,0","246,0","251,0"
"Mercedes-Benz Clase C Estate (S206) 200","","6,6","7,4","150,0","168,0"
"Mercedes-Benz Clase C Estate (S206) 220 d","","5,1","5,8","135,0","151,0"
"Mercedes-Benz Clase C Estate (S206) 300 d","","5,2","5,8","136,0","152,0"
"Mercedes-Benz Clase E Berlina (W213) 200","","7,1","8,3","162,0","188,0"
"Mercedes-Benz Clase E Berlina (W213) 200 d","","4,9","5,9","128,0","154,0"
"Mercedes-Benz Clase E Berlina (W213) 220 d","","5,3","6,2","138,0","163,0"
"Mercedes-Benz Clase E Berlina (W213) 220 d 4MATIC","","5,6","6,3","146,0","165,0"
"Mercedes-Benz Clase E Berlina (W213) 300","","7,2","8,4","163,0","190,0"
"Mercedes-Benz Clase E Berlina (W213) 300 de","","1,2","1,4","32,0","36,0"
"Mercedes-Benz Clase E Berlina (W213) 300 de 4MATIC","","1,3","1,5","35,0","39,0"
"Mercedes-Benz Clase E Berlina (W213) 300 e","","1,5","1,8","34,0","41,0"
"Mercedes-Benz Clase E Berlina (W213) 300 e 4MATIC","","1,7","1,9","39,0","43,0"
"Mercedes-Benz Clase E Berlina (W213) 400 d 4MATIC","","6,6","7,4","173,0","194,0"
"Mercedes-Benz Clase E Berlina (W213) 450 4MATIC","","8,2","9,2","187,0","210,0"
"Mercedes-Benz Clase E Berlina (W213) 53 4MATIC+","","9,3","9,6","212,0","218,0"
"Mercedes-Benz Clase E Berlina (W213) 63 S 4MATIC+","","11,9","12,3","270,0","281,0"
"Mercedes-Benz Clase E Cabrio (A238) 220 d","","5,6","6,4","148,0","167,0"
"Mercedes-Benz Clase E Cabrio (A238) 220 d 4MATIC","","5,8","6,5","152,0","170,0"
"Mercedes-Benz Clase E Cabrio (A238) 350","","7,8","8,8","178,0","200,0"
"Mercedes-Benz Clase E Cabrio (A238) 400 d 4MATIC","","6,9","7,5","180,0","198,0"
"Mercedes-Benz Clase E Cabrio (A238) 450 4MATIC","","8,5","9,3","193,0","212,0"
"Mercedes-Benz Clase E Cabrio (A238) 53 4MATIC+","","9,5","9,7","216,0","220,0"
"Mercedes-Benz Clase E Coupe (C238) 220 d","","5,3","6,2","140,0","162,0"
"Mercedes-Benz Clase E Coupe (C238) 220 d 4MATIC","","5,6","6,3","148,0","165,0"
"Mercedes-Benz Clase E Coupe (C238) 350","","7,5","8,6","170,0","194,0"
"Mercedes-Benz Clase E Coupe (C238) 400 d 4MATIC","","6,7","7,4","176,0","195,0"
"Mercedes-Benz Clase E Coupe (C238) 450 4MATIC","","8,2","9,1","187,0","207,0"
"Mercedes-Benz Clase E Coupe (C238) 53 4MATIC+","","9,3","9,5","212,0","217,0"
"Mercedes-Benz Clase E Estate (S213) 200","","7,5","8,6","171,0","196,0"
"Mercedes-Benz Clase E Estate (S213) 220 d","","5,6","6,5","147,0","169,0"
"Mercedes-Benz Clase E Estate (S213) 220 d 4MATIC","","5,8","6,5","151,0","171,0"
"Mercedes-Benz Clase E Estate (S213) 220 d 4MATIC All-Terrain","","6,2","6,7","164,0","176,0"
"Mercedes-Benz Clase E Estate (S213) 300","","7,6","8,7","172,0","197,0"
